member_id,join_date,tier,city,age,gender,acquisition_channel,preferred_channel,transaction_count,total_spend,avg_basket_value,total_points_earned,total_points_redeemed,last_transaction_date,coupon_redemptions,referral_count,membership_status,preferred_category,app_installed,email_opt_in,sms_opt_in,points_unredeemed,high_value_flag,days_since_last_txn,churn_signal,redemp_rate,liability_flag,engagement_score
UM101015,2026-01-16 00:00:00,Silver,Mumbai,20,Male,Campaign,Online,2,11546,5773,1154,0,2026-06-27 00:00:00,9,0,Dormant,Lifestyle,f,t,f,1154,0,3,0,0.00,0,3.11
UM101016,2024-02-11 00:00:00,Silver,Kochi,25,Other,QR Scan,Omnichannel,6,3904,650.67,390,0,2026-06-05 00:00:00,9,0,Active,Grocery,t,f,f,390,0,25,0,0.00,0,3.33
UM101017,2022-10-10 00:00:00,Silver,Pune,59,Female,QR Scan,Omnichannel,3,44102,14700.67,4410,785,2026-06-24 00:00:00,4,3,Active,Lifestyle,f,f,t,3625,0,6,0,17.80,0,3.50
UM101018,2022-11-29 00:00:00,Silver,Lucknow,63,Other,Credit Card Partner,Omnichannel,2,43248,21624,4324,0,2026-06-24 00:00:00,9,2,Active,Sports,t,t,t,4324,1,6,0,0.00,0,4.44
UM101019,2024-09-13 00:00:00,Silver,Ahmedabad,69,Other,Website,Online,1,25021,25021,2502,1663,2026-02-25 00:00:00,10,3,Dormant,Kids,f,t,t,839,1,125,1,66.47,0,5.39
UM101020,2025-10-21 00:00:00,Silver,Lucknow,38,Other,Referral,Omnichannel,2,3986,1993,398,0,2025-11-02 00:00:00,9,3,Churn Risk,Lifestyle,t,t,t,398,0,240,1,0.00,0,5.11
UM101021,2025-11-04 00:00:00,Gold,Hyderabad,23,Other,Website,Omnichannel,20,97408,4870.4,9740,8420,2026-06-16 00:00:00,9,1,Active,Electronics,t,t,t,1320,0,14,0,86.45,0,4.78
UM101022,2025-05-11 00:00:00,Silver,Kochi,42,Female,Store,Offline,8,13915,1739.38,1391,575,2026-06-15 00:00:00,2,4,Active,Electronics,t,t,t,816,0,15,0,41.34,0,3.78
UM101023,2023-11-29 00:00:00,Silver,Chandigarh,36,Male,Mobile App,Online,5,12976,2595.2,1297,967,2026-06-01 00:00:00,2,0,Active,Electronics,f,t,t,330,0,29,0,74.56,0,0.94
UM101024,2024-03-07 00:00:00,Gold,Bengaluru,59,Male,Credit Card Partner,Online,10,116628,11662.8,11662,3807,2026-06-27 00:00:00,2,0,Dormant,Sports,f,f,t,7855,0,3,0,32.64,0,1.22
UM101025,2023-10-07 00:00:00,Silver,Lucknow,53,Female,Mobile App,Online,1,22646,22646,2264,0,2026-06-09 00:00:00,2,5,Dormant,Lifestyle,t,t,t,2264,1,21,0,0.00,0,4.06
UM101026,2025-05-18 00:00:00,Platinum,Kolkata,55,Female,Website,Offline,51,475157,9316.8,47515,0,2026-04-20 00:00:00,3,5,Dormant,Home & Kitchen,f,t,f,47515,0,71,0,0.00,1,7.17
UM101027,2023-02-14 00:00:00,Silver,Lucknow,34,Male,Referral,Offline,3,31406,10468.67,3140,0,2026-06-26 00:00:00,5,1,Churn Risk,Electronics,t,t,t,3140,0,4,0,0.00,0,2.50
UM101028,2024-06-25 00:00:00,Silver,Lucknow,34,Male,Campaign,Online,4,6114,1528.5,611,0,2026-06-12 00:00:00,8,2,Active,Home & Kitchen,t,f,t,611,0,18,0,0.00,0,4.22
UM101029,2024-12-24 00:00:00,Silver,Bengaluru,35,Male,Campaign,Omnichannel,7,20670,2952.86,2067,806,2026-05-14 00:00:00,7,5,Dormant,Kids,f,t,t,1261,0,47,0,38.99,0,6.06
UM101030,2022-07-21 00:00:00,Gold,Mumbai,31,Male,Referral,Online,8,66469,8308.62,6646,1608,2026-06-24 00:00:00,4,5,Active,Fashion,f,t,t,5038,0,6,0,24.20,0,5.11
UM101031,2025-12-15 00:00:00,Silver,Kolkata,36,Male,Referral,Online,2,56987,28493.5,5698,4063,2026-06-22 00:00:00,2,3,Active,Beauty,f,t,t,1635,1,8,0,71.31,0,2.78
UM101032,2025-08-20 00:00:00,Platinum,Mumbai,70,Other,Referral,Offline,42,276555,6584.64,27655,21518,2026-06-09 00:00:00,,2,Active,Home & Kitchen,t,t,t,6137,0,21,0,77.81,0,3.67
UM101033,2023-09-24 00:00:00,Silver,Chennai,50,Other,QR Scan,Offline,8,40150,5018.75,4015,1748,2025-09-15 00:00:00,4,5,Churn Risk,Lifestyle,t,t,f,2267,0,288,1,43.54,0,5.11
UM101034,2025-09-07 00:00:00,Silver,Bengaluru,40,Other,Website,Offline,8,14746,1843.25,1474,899,2026-03-02 00:00:00,8,0,Dormant,Kids,t,t,t,575,0,120,1,60.99,0,3.11
UM101035,2026-05-21 00:00:00,Platinum,Hyderabad,75,Male,Referral,Online,57,271205,4757.98,27120,0,2026-06-15 00:00:00,4,5,Active,Grocery,f,t,t,27120,0,15,0,0.00,1,7.83
UM101036,2026-04-29 00:00:00,Silver,Ahmedabad,46,Male,Store,Online,3,54196,18065.33,5419,3888,2026-05-01 00:00:00,4,5,Churn Risk,Grocery,f,t,f,1531,1,60,0,71.75,0,4.83
UM101037,2022-11-14 00:00:00,Silver,Hyderabad,67,Female,Store,Online,7,9941,1420.14,994,669,2026-03-06 00:00:00,3,3,Dormant,Lifestyle,f,t,t,325,0,116,1,67.30,0,3.39
UM101038,2023-10-11 00:00:00,Silver,Pune,51,Female,Referral,Online,8,31637,3954.62,3163,2666,2026-06-09 00:00:00,4,2,Active,Lifestyle,t,t,t,497,0,21,0,84.29,0,3.11
UM101039,2022-09-16 00:00:00,Silver,Delhi,66,Female,QR Scan,Omnichannel,6,42379,7063.17,4237,0,2026-06-24 00:00:00,5,0,Active,Electronics,t,t,f,4237,0,6,0,0.00,0,2.00
UM101040,2022-11-20 00:00:00,Silver,Hyderabad,37,Other,Campaign,Offline,7,36271,5181.57,3627,2428,2026-06-27 00:00:00,2,1,Active,Sports,t,f,t,1199,0,3,0,66.94,0,1.72
UM101041,2025-03-12 00:00:00,Silver,Hyderabad,75,Male,Referral,Online,4,10950,2737.5,1095,359,2026-06-04 00:00:00,,2,Active,Lifestyle,f,t,f,736,0,26,0,32.79,0,1.56
UM101043,2024-06-22 00:00:00,Platinum,Jaipur,67,Other,Referral,Omnichannel,15,489515,32634.33,48951,13976,2026-06-03 00:00:00,3,2,Dormant,Home & Kitchen,t,f,t,34975,1,27,0,28.55,0,3.17
UM101044,2026-01-22 00:00:00,Gold,Chennai,21,Male,Credit Card Partner,Offline,8,190205,23775.62,19020,2373,2026-02-11 00:00:00,2,3,Dormant,Fashion,f,t,t,16647,1,139,1,12.48,0,3.11
UM101045,2026-02-21 00:00:00,Silver,Chandigarh,43,Other,Campaign,Online,2,10228,5114,1022,793,2026-06-14 00:00:00,9,0,Active,Electronics,t,t,f,229,0,16,0,77.59,0,3.11
UM101046,2024-02-03 00:00:00,Silver,Delhi,30,Female,Credit Card Partner,Omnichannel,6,43596,7266,4359,3784,2026-06-20 00:00:00,3,1,Active,Home & Kitchen,t,t,t,575,0,10,0,86.81,0,2.00
UM101047,2023-07-03 00:00:00,Gold,Chandigarh,41,Male,Store,Online,12,58435,4869.58,5843,1180,2026-06-26 00:00:00,4,1,Active,Lifestyle,t,t,t,4663,0,4,0,20.20,0,2.67
UM101048,2025-08-19 00:00:00,Silver,Kochi,70,Other,Credit Card Partner,Omnichannel,1,32120,32120,3212,3212,2025-11-12 00:00:00,5,0,Churn Risk,Sports,t,t,t,0,1,230,1,100.00,0,1.72
UM101050,2025-12-09 00:00:00,Platinum,Kolkata,26,Other,Campaign,Online,18,438257,24347.61,43825,34734,2026-06-30 00:00:00,8,1,Churn Risk,Grocery,t,t,t,9091,1,0,0,79.26,0,4.33
UM101051,2022-10-19 00:00:00,Silver,Kochi,29,Other,Campaign,Offline,8,35902,4487.75,3590,0,2026-01-03 00:00:00,1,5,Dormant,Electronics,f,t,t,3590,0,178,1,0.00,0,4.11
UM101052,2026-03-15 00:00:00,Silver,Kochi,47,Female,Campaign,Online,4,43027,10756.75,4302,1940,2026-06-30 00:00:00,4,5,Dormant,Grocery,t,t,f,2362,0,0,0,45.10,0,4.89
UM101053,2025-05-09 00:00:00,Silver,Kochi,21,Female,Mobile App,Offline,2,28455,14227.5,2845,0,2026-02-23 00:00:00,4,,Dormant,Home & Kitchen,t,t,f,2845,0,127,1,0.00,0,1.44
UM101054,2024-03-12 00:00:00,Gold,Bengaluru,70,Other,Credit Card Partner,Online,19,170532,8975.37,17053,8946,2026-06-10 00:00:00,2,3,Active,Beauty,f,t,f,8107,0,20,0,52.46,0,3.72
UM101055,2025-10-05 00:00:00,Silver,Chennai,58,Other,Store,Offline,7,33442,4777.43,3344,2126,2026-06-02 00:00:00,2,1,Active,Sports,f,f,f,1218,0,28,0,63.58,0,1.72
UM101056,2024-01-10 00:00:00,Silver,Lucknow,34,Male,Referral,Omnichannel,6,58815,9802.5,5881,814,2026-06-05 00:00:00,7,1,Active,Lifestyle,f,f,t,5067,0,25,0,13.84,0,3.33
UM101057,2026-05-21 00:00:00,Silver,Lucknow,49,Male,Website,Omnichannel,6,51551,8591.83,5155,1216,2026-06-30 00:00:00,5,4,Churn Risk,Fashion,t,t,t,3939,0,0,0,23.59,0,4.67
UM101058,2023-03-05 00:00:00,Silver,Jaipur,49,Female,Credit Card Partner,Offline,7,46112,6587.43,4611,1381,2026-06-15 00:00:00,4,1,Active,Fashion,t,t,t,3230,0,15,0,29.95,0,2.39
UM101059,2024-07-28 00:00:00,Silver,Ahmedabad,74,Other,Credit Card Partner,Omnichannel,5,55889,11177.8,5588,0,2026-06-06 00:00:00,3,1,Active,Home & Kitchen,f,t,t,5588,0,24,0,0.00,1,1.94
UM101060,2025-09-12 00:00:00,Silver,Kolkata,75,Female,Referral,Offline,5,23962,4792.4,2396,0,2026-06-02 00:00:00,4,4,Dormant,Home & Kitchen,f,t,f,2396,0,28,0,0.00,0,4.28
UM101061,2022-11-26 00:00:00,Gold,Chennai,49,Female,Store,Online,17,208239,12249.35,20823,4748,2026-06-22 00:00:00,1,3,Active,Electronics,f,t,t,16075,0,8,0,22.80,0,3.28
UM101063,2023-04-23 00:00:00,Silver,Lucknow,72,Female,Mobile App,Online,6,39932,6655.33,3993,1766,2026-05-28 00:00:00,0,4,Churn Risk,Kids,f,t,t,2227,0,33,0,44.23,0,3.00
UM101064,2023-02-05 00:00:00,Silver,Chandigarh,60,Female,Campaign,Offline,1,30974,30974,3097,2162,2026-06-26 00:00:00,9,4,Active,Beauty,t,t,t,935,1,4,0,69.81,0,5.72
UM101065,2022-10-25 00:00:00,Silver,Chennai,46,Other,Referral,Offline,3,28680,9560,2868,498,2026-06-21 00:00:00,10,3,Active,Home & Kitchen,f,t,t,2370,0,9,0,17.36,0,5.50
UM101066,2025-12-17 00:00:00,Silver,Kolkata,23,Female,QR Scan,Offline,2,12518,6259,1251,935,2026-06-20 00:00:00,6,3,Active,Fashion,t,f,t,316,0,10,0,74.74,0,4.11
UM101067,2025-05-06 00:00:00,Silver,Lucknow,25,Female,Referral,Online,5,58405,11681,5840,0,2026-06-26 00:00:00,10,3,Active,Grocery,f,t,t,5840,0,4,0,0.00,1,5.61
UM101068,2023-06-07 00:00:00,Gold,Chennai,47,Male,Store,Online,8,115822,14477.75,11582,1183,2026-06-20 00:00:00,10,3,Churn Risk,Lifestyle,t,f,f,10399,0,10,0,10.21,0,5.78
UM101069,2022-11-20 00:00:00,Silver,Pune,58,Other,Store,Omnichannel,5,54476,10895.2,5447,0,2026-06-05 00:00:00,9,0,Active,Beauty,f,t,t,5447,0,25,0,0.00,1,3.28
UM101070,2023-01-16 00:00:00,Silver,Kochi,51,Female,Mobile App,Offline,4,22201,5550.25,2220,335,2025-10-27 00:00:00,5,0,Churn Risk,Sports,t,t,f,1885,0,246,1,15.09,0,1.89
UM101071,2023-08-06 00:00:00,Gold,Ahmedabad,46,Male,Website,Offline,16,233872,14617,23387,9626,2025-10-02 00:00:00,2,3,Churn Risk,Electronics,f,t,t,13761,0,271,1,41.16,0,3.56
UM101072,2023-02-16 00:00:00,Silver,Chandigarh,41,Male,Campaign,Offline,8,58880,7360,5888,0,2026-05-02 00:00:00,6,2,Dormant,Lifestyle,f,t,f,5888,0,59,0,0.00,1,3.78
UM101073,2022-07-17 00:00:00,Gold,Mumbai,72,Male,Mobile App,Online,19,206793,10883.84,20679,0,2026-04-17 00:00:00,3,5,Dormant,Home & Kitchen,t,f,t,20679,0,74,0,0.00,1,5.39
UM101074,2025-09-26 00:00:00,Silver,Lucknow,34,Male,Website,Online,6,12215,2035.83,1221,196,2026-06-12 00:00:00,6,3,Active,Beauty,t,t,t,1025,0,18,0,16.05,0,4.33
UM101075,2023-05-22 00:00:00,Silver,Mumbai,37,Male,Website,Online,6,32087,5347.83,3208,0,2025-07-21 00:00:00,6,4,Churn Risk,Kids,t,t,f,3208,0,344,1,0.00,0,5.00
UM101076,2024-07-20 00:00:00,Gold,Bengaluru,29,Other,QR Scan,Online,14,145119,10365.64,14511,10509,2026-06-05 00:00:00,5,1,Active,Fashion,t,t,t,4002,0,25,0,72.42,0,3.11
UM101077,2025-10-28 00:00:00,Gold,Bengaluru,28,Female,Referral,Omnichannel,10,78960,7896,7896,0,2026-06-19 00:00:00,2,1,Active,Home & Kitchen,t,f,t,7896,0,11,0,0.00,1,1.89
UM101078,2023-11-24 00:00:00,Gold,Pune,23,Female,Mobile App,Omnichannel,16,225404,14087.75,22540,5262,2026-06-21 00:00:00,1,5,Active,Beauty,f,t,t,17278,0,9,0,23.35,0,4.56
UM101079,2023-06-14 00:00:00,Silver,Pune,36,Female,Store,Offline,6,14177,2362.83,1417,700,2026-06-09 00:00:00,5,4,Active,Electronics,t,t,t,717,0,21,0,49.40,0,4.67
UM101080,2025-09-01 00:00:00,Silver,Mumbai,29,Other,Store,Omnichannel,7,9475,1353.57,947,0,2026-06-13 00:00:00,6,2,Active,Fashion,t,t,t,947,0,17,0,0.00,0,3.72
UM101081,2025-09-26 00:00:00,Silver,Hyderabad,67,Female,Credit Card Partner,Offline,5,4498,899.6,449,201,2026-06-07 00:00:00,8,2,Active,Electronics,f,t,t,248,0,23,0,44.77,0,4.28
UM101082,2025-10-31 00:00:00,Silver,Bengaluru,74,Female,Referral,Online,4,39357,9839.25,3935,3459,2026-06-24 00:00:00,4,5,Active,Beauty,f,t,f,476,0,6,0,87.90,0,4.89
UM101083,2024-12-10 00:00:00,Silver,Mumbai,18,Female,Mobile App,Offline,3,12572,4190.67,1257,0,2026-06-18 00:00:00,7,2,Active,Sports,f,t,t,1257,0,12,0,0.00,0,3.83
UM101084,2025-03-09 00:00:00,Silver,Mumbai,29,Other,QR Scan,Online,5,35781,7156.2,3578,2412,2026-02-09 00:00:00,2,3,Dormant,Grocery,f,t,f,1166,0,141,1,67.41,0,2.94
UM101086,2022-07-08 00:00:00,Silver,Lucknow,58,Male,Referral,Omnichannel,4,10788,2697,1078,0,2026-03-05 00:00:00,5,2,Dormant,Kids,t,t,t,1078,0,117,1,0.00,0,3.22
UM101087,2023-05-17 00:00:00,Silver,Pune,32,Other,QR Scan,Online,8,29370,3671.25,2937,2490,2026-06-29 00:00:00,1,3,Dormant,Grocery,t,t,t,447,0,1,0,84.78,0,2.78
UM101088,2024-10-20 00:00:00,Silver,Bengaluru,43,Female,Credit Card Partner,Online,1,43774,43774,4377,1855,2025-11-15 00:00:00,6,0,Churn Risk,Lifestyle,f,t,t,2522,1,227,1,42.38,0,2.06
UM101089,2024-04-04 00:00:00,Silver,Chennai,60,Male,QR Scan,Omnichannel,1,27585,27585,2758,0,2026-06-23 00:00:00,10,4,Active,Beauty,t,t,t,2758,1,7,0,0.00,0,6.06
UM101090,2023-05-22 00:00:00,Silver,Kolkata,22,Female,Referral,Online,4,48289,12072.25,4828,0,2026-06-04 00:00:00,,3,Active,Electronics,f,t,t,4828,0,26,0,0.00,0,2.22
UM101091,2025-10-26 00:00:00,Gold,Kochi,70,Other,Mobile App,Online,6,210469,35078.17,21046,0,2026-05-02 00:00:00,8,5,Dormant,Electronics,t,t,f,21046,1,59,0,0.00,1,6.33
UM101092,2025-08-08 00:00:00,Silver,Mumbai,66,Male,Mobile App,Online,1,9992,9992,999,0,2026-05-27 00:00:00,5,0,Dormant,Kids,f,t,t,999,0,34,0,0.00,0,1.72
UM101093,2023-03-01 00:00:00,Gold,Delhi,45,Female,Campaign,Online,8,112254,14031.75,11225,0,2026-03-24 00:00:00,6,2,Dormant,Sports,t,t,f,11225,0,98,1,0.00,1,3.78
UM101094,2024-07-11 00:00:00,Silver,Hyderabad,26,Male,Campaign,Online,8,50585,6323.12,5058,3541,2026-06-21 00:00:00,1,4,Active,Fashion,t,t,t,1517,0,9,0,70.01,0,3.44
UM101095,2022-08-02 00:00:00,Platinum,Delhi,22,Male,Mobile App,Omnichannel,23,316119,13744.3,31611,0,2026-06-22 00:00:00,6,1,Dormant,Sports,t,t,t,31611,0,8,0,0.00,1,3.94
UM101096,2023-06-20 00:00:00,Silver,Kochi,20,Other,Referral,Online,2,47119,23559.5,4711,3322,2026-06-16 00:00:00,4,3,Active,Electronics,t,t,t,1389,1,14,0,70.52,0,3.44
UM101097,2022-10-02 00:00:00,Silver,Jaipur,49,Male,Referral,Omnichannel,7,51290,7327.14,5129,1245,2026-03-20 00:00:00,,0,Churn Risk,Lifestyle,t,t,t,3884,0,102,1,24.27,0,0.39
UM101098,2023-07-06 00:00:00,Silver,Mumbai,45,Male,Website,Offline,7,20417,2916.71,2041,1573,2026-06-21 00:00:00,10,5,Active,Beauty,f,t,t,468,0,9,0,77.07,0,7.06
UM101099,2023-10-20 00:00:00,Gold,Hyderabad,68,Male,Referral,Online,19,179585,9451.84,17958,13810,2026-06-05 00:00:00,9,3,Active,Kids,t,t,f,4148,0,25,0,76.90,0,6.06
UM101100,2025-06-24 00:00:00,Silver,Pune,24,Other,Referral,Omnichannel,7,14168,2024,1416,918,2026-06-24 00:00:00,7,5,Active,Lifestyle,f,t,f,498,0,6,0,64.83,0,6.06
UM101101,2025-12-23 00:00:00,Silver,Hyderabad,42,Female,Referral,Online,7,8504,1214.86,850,158,2026-06-15 00:00:00,2,5,Active,Grocery,t,t,t,692,0,15,0,18.59,0,4.39
UM101102,2024-02-05 00:00:00,Silver,Chennai,50,Female,QR Scan,Offline,5,57927,11585.4,5792,0,2026-02-05 00:00:00,0,5,Churn Risk,Beauty,t,t,t,5792,0,145,1,0.00,1,3.61
UM101103,2025-09-05 00:00:00,Silver,Pune,18,Female,Mobile App,Online,8,5962,745.25,596,96,2025-09-29 00:00:00,7,2,Churn Risk,Home & Kitchen,f,t,t,500,0,274,1,16.11,0,4.11
UM101104,2022-11-26 00:00:00,Gold,Mumbai,48,Male,Credit Card Partner,Offline,14,130654,9332.43,13065,5285,2026-06-09 00:00:00,4,5,Active,Lifestyle,f,t,f,7780,0,21,0,40.45,0,5.44
UM101105,2023-11-14 00:00:00,Silver,Chennai,71,Other,QR Scan,Online,5,13355,2671,1335,0,2026-03-27 00:00:00,1,4,Churn Risk,Grocery,f,t,t,1335,0,95,1,0.00,0,3.28
UM101106,2025-02-06 00:00:00,Gold,Hyderabad,33,Female,Referral,Online,14,144101,10292.93,14410,8054,2026-01-05 00:00:00,6,,Churn Risk,Electronics,t,t,t,6356,0,176,1,55.89,0,2.78
UM101107,2024-10-12 00:00:00,Silver,Ahmedabad,38,Female,Mobile App,Omnichannel,5,44145,8829,4414,2528,2026-06-19 00:00:00,8,1,Active,Beauty,t,t,t,1886,0,11,0,57.27,0,3.61
UM101108,2023-03-26 00:00:00,Silver,Hyderabad,31,Male,Store,Online,3,19424,6474.67,1942,1357,2026-06-21 00:00:00,6,1,Active,Home & Kitchen,f,t,t,585,0,9,0,69.88,0,2.83
UM101109,2026-03-31 00:00:00,Silver,Chennai,26,Female,Referral,Offline,5,32273,6454.6,3227,1947,2026-06-02 00:00:00,0,3,Dormant,Grocery,f,t,t,1280,0,28,0,60.33,0,2.28
UM101110,2025-02-12 00:00:00,Platinum,Hyderabad,73,Female,Credit Card Partner,Omnichannel,58,487119,8398.6,48711,0,2026-06-21 00:00:00,3,0,Active,Beauty,f,t,t,48711,0,9,0,0.00,1,4.22
UM101111,2025-10-30 00:00:00,Silver,Lucknow,51,Other,Website,Omnichannel,7,46110,6587.14,4611,558,2026-06-11 00:00:00,2,0,Active,Home & Kitchen,f,t,t,4053,0,19,0,12.10,0,1.06
UM101112,2025-05-03 00:00:00,Silver,Bengaluru,54,Other,Website,Omnichannel,5,12530,2506,1253,614,2026-06-21 00:00:00,0,1,Active,Beauty,t,f,t,639,0,9,0,49.00,0,0.94
UM101113,2025-10-06 00:00:00,Silver,Ahmedabad,36,Other,Store,Omnichannel,1,56058,56058,5605,4485,2026-04-07 00:00:00,1,4,Dormant,Fashion,t,t,t,1120,1,84,0,80.02,0,3.06
UM101114,2025-10-24 00:00:00,Gold,Ahmedabad,57,Female,Referral,Offline,20,204008,10200.4,20400,17353,2026-06-22 00:00:00,7,1,Active,Electronics,t,t,f,3047,0,8,0,85.06,0,4.11
UM101115,2023-06-10 00:00:00,Silver,Hyderabad,47,Male,Store,Online,4,25780,6445,2578,2015,2026-06-25 00:00:00,3,0,Active,Fashion,t,t,t,563,0,5,0,78.16,0,1.22
UM101116,2025-01-19 00:00:00,Silver,Bengaluru,26,Other,Website,Omnichannel,1,40379,40379,4037,0,2026-06-13 00:00:00,,2,Active,Grocery,f,t,f,4037,1,17,0,0.00,0,1.39
UM101117,2026-05-27 00:00:00,Gold,Bengaluru,49,Other,Store,Offline,9,86145,9571.67,8614,6129,2026-06-30 00:00:00,3,4,Dormant,Fashion,t,t,t,2485,0,0,0,71.15,0,4.17
UM101118,2023-04-25 00:00:00,Silver,Pune,66,Male,Referral,Omnichannel,6,11408,1901.33,1140,0,2026-06-08 00:00:00,7,1,Active,Kids,t,t,t,1140,0,22,0,0.00,0,3.33
UM101119,2023-12-07 00:00:00,Silver,Chandigarh,27,Male,Credit Card Partner,Omnichannel,3,38686,12895.33,3868,1242,2026-05-27 00:00:00,1,0,Churn Risk,Beauty,t,t,t,2626,0,34,0,32.11,0,0.50
UM101120,2024-07-06 00:00:00,Silver,Mumbai,41,Male,Referral,Omnichannel,8,17633,2204.12,1763,0,2026-06-29 00:00:00,2,1,Dormant,Fashion,f,t,t,1763,0,1,0,0.00,0,1.78
UM101121,2025-09-07 00:00:00,Gold,Kolkata,36,Female,Campaign,Omnichannel,6,167437,27906.17,16743,12660,2026-05-10 00:00:00,9,3,Dormant,Kids,f,t,t,4083,1,51,0,75.61,0,5.33
UM101122,2023-12-20 00:00:00,Silver,Lucknow,47,Other,Referral,Omnichannel,5,32498,6499.6,3249,0,2026-02-26 00:00:00,6,5,Dormant,Home & Kitchen,t,t,t,3249,0,124,1,0.00,0,5.61
UM101123,2023-12-16 00:00:00,Gold,Mumbai,66,Other,Mobile App,Omnichannel,8,225753,28219.12,22575,12363,2025-12-19 00:00:00,5,0,Churn Risk,Beauty,t,t,t,10212,1,193,1,54.76,0,2.11
UM101124,2024-03-09 00:00:00,Silver,Mumbai,57,Male,Store,Offline,6,14293,2382.17,1429,0,2026-06-13 00:00:00,10,3,Active,Lifestyle,t,t,t,1429,0,17,0,0.00,0,5.67
UM101125,2023-11-10 00:00:00,Platinum,Mumbai,36,Other,Campaign,Online,58,388436,6697.17,38843,28227,2026-06-16 00:00:00,0,4,Active,Grocery,t,t,t,10616,0,14,0,72.67,0,5.89
UM101126,2024-01-14 00:00:00,Gold,Ahmedabad,32,Other,QR Scan,Omnichannel,12,174094,14507.83,17409,14973,2026-04-03 00:00:00,2,5,Dormant,Home & Kitchen,t,t,t,2436,0,88,0,86.01,0,4.67
UM101127,2022-09-24 00:00:00,Gold,Chennai,48,Female,Mobile App,Offline,9,79517,8835.22,7951,4038,2026-06-26 00:00:00,7,0,Active,Grocery,t,f,f,3913,0,4,0,50.79,0,2.83
UM101128,2025-03-11 00:00:00,Silver,Lucknow,38,Female,Mobile App,Online,3,3152,1050.67,315,34,2026-02-18 00:00:00,7,0,Dormant,Beauty,t,f,f,281,0,132,1,10.79,0,2.50
UM101129,2024-10-13 00:00:00,Silver,Chandigarh,53,Female,Campaign,Omnichannel,6,9863,1643.83,986,137,2026-02-23 00:00:00,1,3,Dormant,Electronics,t,t,t,849,0,127,1,13.89,0,2.67
UM101130,2023-10-21 00:00:00,Silver,Pune,24,Female,Referral,Online,6,29717,4952.83,2971,622,2026-06-04 00:00:00,0,0,Active,Beauty,f,t,t,2349,0,26,0,20.94,0,0.33
UM101131,2026-05-28 00:00:00,Silver,Delhi,61,Male,Store,Offline,5,56408,11281.6,5640,4110,2026-06-04 00:00:00,6,0,Active,Fashion,t,t,f,1530,0,26,0,72.87,0,2.28
UM101132,2025-04-06 00:00:00,Silver,Hyderabad,64,Other,Mobile App,Omnichannel,7,18521,2645.86,1852,877,2026-03-14 00:00:00,1,1,Dormant,Sports,t,t,t,975,0,108,1,47.35,0,1.39
UM101133,2023-11-14 00:00:00,Silver,Chandigarh,67,Other,Credit Card Partner,Offline,2,36550,18275,3655,845,2026-06-28 00:00:00,7,5,Active,Grocery,t,t,t,2810,1,2,0,23.12,0,5.78
UM101134,2025-04-12 00:00:00,Silver,Lucknow,61,Female,Referral,Omnichannel,1,45082,45082,4508,2639,2026-06-24 00:00:00,10,4,Active,Kids,t,t,t,1869,1,6,0,58.54,0,6.06
UM101135,2023-05-31 00:00:00,Silver,Delhi,45,Female,QR Scan,Offline,4,8526,2131.5,852,0,2026-04-09 00:00:00,,0,Dormant,Fashion,f,t,f,852,0,82,0,0.00,0,0.22
UM101137,2025-02-24 00:00:00,Gold,Lucknow,41,Female,Store,Omnichannel,20,90422,4521.1,9042,2175,2026-06-27 00:00:00,0,5,Active,Home & Kitchen,t,t,t,6867,0,3,0,24.05,0,4.44
UM101138,2024-01-14 00:00:00,Silver,Kochi,67,Female,Referral,Omnichannel,8,13271,1658.88,1327,0,2025-07-19 00:00:00,0,5,Churn Risk,Fashion,t,t,t,1327,0,346,1,0.00,0,3.78
UM101139,2023-10-26 00:00:00,Silver,Bengaluru,63,Female,Store,Online,7,34995,4999.29,3499,2379,2026-06-12 00:00:00,0,2,Active,Grocery,t,f,t,1120,0,18,0,67.99,0,1.72
UM101140,2023-01-02 00:00:00,Platinum,Delhi,70,Other,Credit Card Partner,Online,47,393561,8373.64,39356,11040,2025-09-05 00:00:00,0,2,Churn Risk,Fashion,f,t,t,28316,0,298,1,28.05,0,3.94
UM101141,2024-03-06 00:00:00,Silver,Chandigarh,20,Female,Campaign,Omnichannel,1,35886,35886,3588,3048,2026-06-25 00:00:00,2,4,Active,Sports,f,t,t,540,1,5,0,84.95,0,3.39
UM101142,2024-07-13 00:00:00,Gold,Hyderabad,20,Male,Mobile App,Omnichannel,15,68275,4551.67,6827,4495,2026-06-02 00:00:00,9,5,Active,Kids,t,t,t,2332,0,28,0,65.84,0,7.17
UM101143,2026-02-08 00:00:00,Silver,Jaipur,65,Female,Mobile App,Offline,1,50788,50788,5078,0,2026-06-08 00:00:00,3,4,Active,Kids,t,t,t,5078,1,22,0,0.00,1,3.72
UM101144,2022-08-02 00:00:00,Silver,Mumbai,61,Other,Referral,Omnichannel,4,27249,6812.25,2724,0,2026-04-20 00:00:00,3,0,Churn Risk,Beauty,t,t,t,2724,0,71,0,0.00,0,1.22
UM101145,2024-08-21 00:00:00,Silver,Lucknow,42,Female,Store,Offline,3,55765,18588.33,5576,0,2026-06-19 00:00:00,4,1,Active,Electronics,f,t,t,5576,1,11,0,0.00,1,2.17
